,drug_English,drug,MOL ID,MOlecule,MOlecule_url,MOleculeName,InChIKey,SMLIES,GIabsorption,Lipinski,Ghose,Veber,Egan,Muegge,SwissADME
11,Prepared Rehmannia Root,熟地黄,MOL002321,Pca,https://tcmsp-e.com/molecule.php?qn=2321,Pca,ODHCTXKNWHHXJC-VKHMYHEASA-N,C1CC(=O)NC1C(=O)O,High,Yes,No,Yes,Yes,No,1
12,Prepared Rehmannia Root,熟地黄,MOL002819,catalpol,https://tcmsp-e.com/molecule.php?qn=2819,catalpol,LHDWRKICQLTVDL-PZYDOOQISA-N,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O,Low,Yes,No,No,No,No,0
13,Prepared Rehmannia Root,熟地黄,MOL002820,catapol_qt,https://tcmsp-e.com/molecule.php?qn=2820,catapol_qt,HTTAAXWEOBHFIW-NTXXKDEISA-N,OCCC12OC1[C@@H](O)C1C=COC(O)C12,High,Yes,No,Yes,Yes,Yes,1
14,Prepared Rehmannia Root,熟地黄,MOL000003,MTL,https://tcmsp-e.com/molecule.php?qn=3,MTL,FBPFZTCFMRRESA-KVTDHHQDSA-N,C(C(C(C(C(CO)O)O)O)O)O,Low,Yes,No,Yes,Yes,No,0
15,Prepared Rehmannia Root,熟地黄,MOL000305,lauric acid,https://tcmsp-e.com/molecule.php?qn=305,lauric acid,POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,High,Yes,Yes,Yes,Yes,Yes,1
16,Prepared Rehmannia Root,熟地黄,MOL003202,8-epi-Loganic acid,https://tcmsp-e.com/molecule.php?qn=3202,8-epi-Loganic acid,JNNGEAWILNVFFD-OZFVSFPVSA-N,CC1C(CC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O,Low,Yes,No,No,No,No,0
17,Prepared Rehmannia Root,熟地黄,MOL003331,Forsythiaside,https://tcmsp-e.com/molecule.php?qn=3331,Forsythiaside,DTOUWTJYUCZJQD-UJERWXFOSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O,Low,No,No,No,No,No,0
18,Prepared Rehmannia Root,熟地黄,MOL000346,succinic acid,https://tcmsp-e.com/molecule.php?qn=346,succinic acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,[H+].[H+].C(CC(=O)[O-])C(=O)[O-],Low,Yes,No,Yes,Yes,No,0
19,Prepared Rehmannia Root,熟地黄,MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Sitogluside,NPJICTMALKLTFW-OFUAXYCQSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,Low,Yes,No,Yes,Yes,No,0
20,Prepared Rehmannia Root,熟地黄,MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,sitosterol,KZJWDPNRJALLNS-ZFVHJZABSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
21,Prepared Rehmannia Root,熟地黄,MOL000360,FER,https://tcmsp-e.com/molecule.php?qn=360,FER,KSEBMYQBYZTDHS-HWKANZROSA-N,COC1=C(C=CC(=C1)C=CC(=O)O)O,High,Yes,Yes,Yes,Yes,No,1
22,Prepared Rehmannia Root,熟地黄,MOL003688,2-(4-hydroxyphenyl)ethyl hexacosanoate,https://tcmsp-e.com/molecule.php?qn=3688,2-(4-hydroxyphenyl)ethyl hexacosanoate,OGHNTQURJHAVEE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCC1=CC=C(C=C1)O,Low,No,No,No,No,No,0
23,Prepared Rehmannia Root,熟地黄,MOL003689,aeginetic acid,https://tcmsp-e.com/molecule.php?qn=3689,aeginetic acid,JJYFOQHXDGGLPW-KCBVKARYSA-N,CC(=CC(=O)O)C=CC1(C(CCCC1(C)O)(C)C)O,High,Yes,Yes,Yes,Yes,Yes,1
24,Prepared Rehmannia Root,熟地黄,MOL003690,Ajugol,https://tcmsp-e.com/molecule.php?qn=3690,Ajugol,OUJVIWOUXFHELC-WVFUVSCWSA-N,CC1(CCC2C1C(OC=C2)OC3C(C(C(C(O3)(CO)O)O)O)O)O,Low,Yes,No,No,No,No,0
25,Prepared Rehmannia Root,熟地黄,MOL003691,Ajugoside,https://tcmsp-e.com/molecule.php?qn=3691,Ajugoside,GXCOLULDKUAXJY-IOSZWZNKSA-N,CC(=O)O[C@@]1(C)CCC2C=CO[C@H](O[C@H]3O[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]3O)C21,Low,Yes,No,Yes,Yes,Yes,0
26,Prepared Rehmannia Root,熟地黄,MOL003692,Ajugoside_qt,https://tcmsp-e.com/molecule.php?qn=3692,Ajugoside_qt,CTUZXWDQGVUPBU-ZNSHCXBVSA-N,CC(=O)O[C@@]1(C)CCC2C=CO[C@H](O)C21,High,Yes,Yes,Yes,Yes,Yes,1
27,Prepared Rehmannia Root,熟地黄,MOL003694,Cerebrosid,https://tcmsp-e.com/molecule.php?qn=3694,Cerebrosid,PLMHVPVZNKSRPP-PRBAGFKUSA-N,C(C1C(C(C(C(O1)NC(=O)C(CO)N)O)O)O)O,Low,Yes,No,No,No,No,0
28,Prepared Rehmannia Root,熟地黄,MOL003695,Cistanoside A,https://tcmsp-e.com/molecule.php?qn=3695,Cistanoside A,GMWOAKCUMDWIIJ-QGCAOZQPSA-N,COC1=CC(CCO[C@H]2OC(COC3OC(CO)[C@@H](C)C(OC4OC(C)C(C)C(O)C4C)C3O)C(OC(=O)/C=C/C3=CC=C(O)C(C)=C3)C(C)C2O)=CC=C1O,Low,Yes,Yes,Yes,Yes,Yes,0
29,Prepared Rehmannia Root,熟地黄,MOL003696,Cistanoside F,https://tcmsp-e.com/molecule.php?qn=3696,Cistanoside F,IDVRYIVYDAOHSS-RBGBIUDNSA-N,CC1C(C)[C@@H](C)[C@H](C)O[C@H]1O[C@H]1C(OC(=O)/C=C\C2=CC=C(O)C(O)=C2)C(CO)O[C@@H](C)C1O,High,Yes,No,Yes,No,Yes,1
30,Prepared Rehmannia Root,熟地黄,MOL003697,"methyl 9,10-methylene-hexadecanoate",https://tcmsp-e.com/molecule.php?qn=3697,"methyl 9,10-methylene-hexadecanoate",LQYIDOFTTFCXEO-DLBZAZTESA-N,CCCCCCC1CC1CCCCCCCC(=O)OC,High,Yes,Yes,No,Yes,No,1
31,Prepared Rehmannia Root,熟地黄,MOL003698,"(2S,3R,4R,5S,6R)-2-[[(1S,4aS,5R,7aR)-4a,5-dihydroxy-7-methylol-5,7a-dihydro-1H-cyclopenta[c]pyran-1-yl]oxy]-6-methylol-tetrahydropyran-3,4,5-triol",https://tcmsp-e.com/molecule.php?qn=3698,"(2S,3R,4R,5S,6R)-2-[[(1S,4aS,5R,7aR)-4a,5-dihydroxy-7-methylol-5,7a-dihydro-1H-cyclopenta[c]pyran-1-yl]oxy]-6-methylol-tetrahydropyran-3,4,5-triol",WVHRUHMGDQLMBZ-QZPKKOLPSA-N,C1=COC(C2C1(C(C=C2CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,Low,Yes,No,No,No,No,0
32,Prepared Rehmannia Root,熟地黄,MOL003699,melittoside_qt,https://tcmsp-e.com/molecule.php?qn=3699,melittoside_qt,DRGSTOSLKMQFAW-BZNPZCIMSA-N,-,-,-,-,-,-,-,-
33,Prepared Rehmannia Root,熟地黄,MOL003700,Dihydrocatalpol,https://tcmsp-e.com/molecule.php?qn=3700,Dihydrocatalpol,NYCXYIWXBJWWIL-PZYDOOQISA-N,C1COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O,Low,Yes,No,No,No,No,0
34,Prepared Rehmannia Root,熟地黄,MOL003701,geniposide,https://tcmsp-e.com/molecule.php?qn=3701,geniposide,KXEWLJDTPOIUSH-KLICZRQZSA-N,C1C=C(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)CO)CO,Low,Yes,No,No,No,No,0
35,Prepared Rehmannia Root,熟地黄,MOL003702,geniposide_qt,https://tcmsp-e.com/molecule.php?qn=3702,geniposide_qt,YYWZXIMXXWRWFF-AVPPRXQKSA-N,O=C(CO)C1=CO[C@@H](O)C2C(CO)=CCC12,High,Yes,No,Yes,Yes,Yes,1
36,Prepared Rehmannia Root,熟地黄,MOL003703,glutinoside,https://tcmsp-e.com/molecule.php?qn=3703,glutinoside,JWOORQMSHBLSDU-TUANDBMESA-N,C1C2C3C(OC1OCC3(C(C2O)Cl)O)OC4C(C(C(C(O4)CO)O)O)O,Low,Yes,No,No,No,No,0
37,Prepared Rehmannia Root,熟地黄,MOL003704,Jiofuran,https://tcmsp-e.com/molecule.php?qn=3704,Jiofuran,RMJMFPNPBUGUMP-HFHMMWAZSA-N,C1=C2C(C(C(C2=CO1)O)O)CCO,High,Yes,Yes,Yes,Yes,No,1
38,Prepared Rehmannia Root,熟地黄,MOL003705,jioglutin A,https://tcmsp-e.com/molecule.php?qn=3705,jioglutin A,LEJFNTAYIXQPJP-PVINKJPYSA-N,CO[C@@H]1CC2C3C(OC[C@]3(O)[C@@H](Cl)[C@H]2O)O1,High,Yes,Yes,Yes,Yes,Yes,1
39,Prepared Rehmannia Root,熟地黄,MOL003706,jioglutin B,https://tcmsp-e.com/molecule.php?qn=3706,jioglutin B,LEJFNTAYIXQPJP-SAOQLZGZSA-N,CO[C@H]1CC2C3C(OC[C@]3(O)[C@@H](Cl)[C@H]2O)O1,High,Yes,Yes,Yes,Yes,Yes,1
40,Prepared Rehmannia Root,熟地黄,MOL003707,jioglutin C,https://tcmsp-e.com/molecule.php?qn=3707,jioglutin C,LVAWHTOAFSCIIW-PVINKJPYSA-N,CO[C@@H]1CC2C3C(OC[C@]3(O)[C@@H](O)[C@H]2O)O1,High,Yes,No,Yes,Yes,Yes,1
41,Prepared Rehmannia Root,熟地黄,MOL003708,jioglutin D,https://tcmsp-e.com/molecule.php?qn=3708,jioglutin D,BVYJKUKAFKCKMT-QSJIWTKBSA-N,CO[C@@H]1CC2C([C@@H](OC)O1)C1(CO)O[C@@H]1[C@@H]2O,High,Yes,No,Yes,Yes,Yes,1
42,Prepared Rehmannia Root,熟地黄,MOL003709,jioglutin E,https://tcmsp-e.com/molecule.php?qn=3709,jioglutin E,YBCFURRNWBFVNX-LBWRMUMUSA-N,CO[C@H]1O[C@@H](C)CC2C1[C@@](C)(O)C[C@@H]2O,High,Yes,Yes,Yes,Yes,Yes,1
43,Prepared Rehmannia Root,熟地黄,MOL003710,jioglutolide,https://tcmsp-e.com/molecule.php?qn=3710,jioglutolide,LKZXAOPEOQRJLJ-SZACMFPPSA-N,C[C@]1(O)C[C@@H](O)C2CC(=O)OCC21,High,Yes,Yes,Yes,Yes,No,1
44,Prepared Rehmannia Root,熟地黄,MOL003711,Jioglutoside A,https://tcmsp-e.com/molecule.php?qn=3711,Jioglutoside A,QMBUXWAVZQWFED-UWQUBDDFSA-N,C[C@@H]1O[C@@H](O[C@@H]2OC=CC3C2C2(CO)OC2[C@H]3O)[C@H](O)[C@H](O)[C@H]1O,Low,Yes,Yes,Yes,Yes,No,0
45,Prepared Rehmannia Root,熟地黄,MOL003712,"methyl (1S,4aS,7aS)-7-methylene-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylate",https://tcmsp-e.com/molecule.php?qn=3712,"methyl (1S,4aS,7aS)-7-methylene-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylate",LOPVRRKXBOZTKE-NYVWMQHDSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C4C(CCC4=C)C(=CO3)C(=O)OC)O)O)O)O)O)O,Low,No,No,No,No,No,0
46,Prepared Rehmannia Root,熟地黄,MOL003713,Jioglutoside B_qt,https://tcmsp-e.com/molecule.php?qn=3713,Jioglutoside B_qt,IKWDXPRWNNUEHL-BCMRRPTOSA-N,COC(=O)C1=COC(C2C1CCC2=C)O,High,Yes,Yes,Yes,Yes,Yes,1
47,Prepared Rehmannia Root,熟地黄,MOL003714,Jionoside A,https://tcmsp-e.com/molecule.php?qn=3714,Jionoside A,UAPZTGRENZINFN-QNLHVTINSA-N,COC1=CC(/C=C/C(=O)O[C@@H]2C(COC3OC(CO)C(O)[C@H](O)[C@@H]3C)OC(OCCC3=CC=C(O)C(O)=C3)[C@H](C)[C@@H]2OC2OC(C)[C@H](O)C(O)[C@@H]2O)=CC=C1O,Low,Yes,Yes,Yes,Yes,No,0
48,Prepared Rehmannia Root,熟地黄,MOL003715,Jionoside B,https://tcmsp-e.com/molecule.php?qn=3715,Jionoside B,FXFHFOSEURHWMO-JORIMXHSSA-N,-,-,-,-,-,-,-,-
49,Prepared Rehmannia Root,熟地黄,MOL003716,Melittoside,https://tcmsp-e.com/molecule.php?qn=3716,Melittoside,LZKBAGSBRBMVBE-GVKBFFPQSA-N,C1=COC(C2C1(C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,Low,No,No,No,No,No,0
50,Prepared Rehmannia Root,熟地黄,MOL003717,METHYL PALMITOLEATE,https://tcmsp-e.com/molecule.php?qn=3717,METHYL PALMITOLEATE,IZFGRAGOVZCUFB-HJWRWDBZSA-N,CCCCCCC=CCCCCCCCC(=O)OC,High,Yes,Yes,No,Yes,No,1
51,Prepared Rehmannia Root,熟地黄,MOL003718,6-O-p-coumaroylajugol,https://tcmsp-e.com/molecule.php?qn=3718,6-O-p-coumaroylajugol,LOCASNZLOPRAJY-UJJFBIGESA-N,-,-,-,-,-,-,-,-
52,Prepared Rehmannia Root,熟地黄,MOL003719,"methyl-2,6,10-trimethyltridecanoate",https://tcmsp-e.com/molecule.php?qn=3719,"methyl-2,6,10-trimethyltridecanoate",UCZPHUWLLMKGEC-HUUCEWRRSA-N,-,-,-,-,-,-,-,-
53,Prepared Rehmannia Root,熟地黄,MOL003720,Purpureaside C,https://tcmsp-e.com/molecule.php?qn=3720,Purpureaside C,FSBUXLDOLNLABB-PASWBDLYSA-N,CC1OC(OC2C(=O)C(OCCC3=CC=C(O)C(O)=C3)OC(COC3OC(CO)[C@H](O)[C@H](O)[C@@H]3O)[C@H]2OC(=O)/C=C/C2=CC=C(O)C(O)=C2)[C@@H](C)C(C)C1O,Low,Yes,Yes,Yes,Yes,No,0
54,Prepared Rehmannia Root,熟地黄,MOL003721,Rehmaglutin B,https://tcmsp-e.com/molecule.php?qn=3721,Rehmaglutin B,IRXIOTLCTXBESO-ZKXBHBSRSA-N,C1C2C3C(OCC3(C(C2O)Cl)O)OC1O,High,Yes,No,Yes,Yes,Yes,1
55,Prepared Rehmannia Root,熟地黄,MOL003722,"(3aS,4R,6aS)-4-hydroxy-6,6a-dimethylol-3a,4-dihydro-3H-cyclopenta[d]furan-2-one",https://tcmsp-e.com/molecule.php?qn=3722,"(3aS,4R,6aS)-4-hydroxy-6,6a-dimethylol-3a,4-dihydro-3H-cyclopenta[d]furan-2-one",GXMPAYJMNREZKW-LKEWCRSYSA-N,C1C2C(C=C(C2(OC1=O)CO)CO)O,High,Yes,No,Yes,Yes,No,1
56,Prepared Rehmannia Root,熟地黄,MOL003723,"(2S,3R,4S,5S,6R)-2-[(1R,2R)-2-hydroxy-2-[(E,3S)-3-hydroxybut-1-enyl]-1,3,3-trimethylcyclohexoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",https://tcmsp-e.com/molecule.php?qn=3723,"(2S,3R,4S,5S,6R)-2-[(1R,2R)-2-hydroxy-2-[(E,3S)-3-hydroxybut-1-enyl]-1,3,3-trimethylcyclohexoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",ICINSKFENWFTQI-UNYLSTHLSA-N,CC(C=CC1(C(CCCC1(C)OC2C(C(C(C(O2)CO)O)O)O)(C)C)O)O,Low,Yes,No,Yes,No,No,0
57,Prepared Rehmannia Root,熟地黄,MOL003724,"(2S,3R,4S,5S,6R)-2-[(1R,2R)-2-hydroxy-2-[(E,3R)-3-hydroxybut-1-enyl]-1,3,3-trimethylcyclohexoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",https://tcmsp-e.com/molecule.php?qn=3724,"(2S,3R,4S,5S,6R)-2-[(1R,2R)-2-hydroxy-2-[(E,3R)-3-hydroxybut-1-enyl]-1,3,3-trimethylcyclohexoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",ICINSKFENWFTQI-BHYGOWNVSA-N,CC(C=CC1(C(CCCC1(C)OC2C(C(C(C(O2)CO)O)O)O)(C)C)O)O,Low,Yes,No,Yes,No,No,0
58,Prepared Rehmannia Root,熟地黄,MOL003725,Rehmaionoside C,https://tcmsp-e.com/molecule.php?qn=3725,Rehmaionoside C,UUBHXYINEPOWQI-XHWTUMPSSA-N,CC(=O)C=CC1(C(CCCC1(C)OC2C(C(C(C(O2)CO)O)O)O)(C)C)O,High,Yes,Yes,Yes,No,Yes,1
59,Prepared Rehmannia Root,熟地黄,MOL003726,rehmannioside B,https://tcmsp-e.com/molecule.php?qn=3726,rehmannioside B,DLYKKFLQWHNOKY-CVBYGUCWSA-N,-,-,-,-,-,-,-,-
60,Prepared Rehmannia Root,熟地黄,MOL003727,rehmannioside C,https://tcmsp-e.com/molecule.php?qn=3727,rehmannioside C,PKGQELPPZCMQGJ-HYJQUNFGSA-N,C[C@]1(O)C[C@@H](O[C@@H]2OC(CO)[C@H](O)[C@H](O)[C@H]2O)C2C=COC(O[C@@H]3OC(CO)C(O)C(O)[C@H]3O)C21,Low,Yes,Yes,Yes,Yes,No,0
61,Prepared Rehmannia Root,熟地黄,MOL003728,6-O-p-hydroxybenzoylajugol,https://tcmsp-e.com/molecule.php?qn=3728,6-O-p-hydroxybenzoylajugol,MYLAQALEHHPXFU-VJLNBIBBSA-N,CC1(CC(C2C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)OC(=O)C4=CC=C(C=C4)O)O,Low,No,No,No,No,No,0
62,Prepared Rehmannia Root,熟地黄,MOL003729,"(3R)-2,6,6-trimethyl-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexene-1-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=3729,"(3R)-2,6,6-trimethyl-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexene-1-carboxylic acid",ITYUWPGZACWPPQ-QLDIZCGWSA-N,CC1=C(C(CCC1OC2C(C(C(C(O2)CO)O)O)O)(C)C)C(=O)O,Low,Yes,No,Yes,No,Yes,0
63,Prepared Rehmannia Root,熟地黄,MOL003730,Rehmannioside A,https://tcmsp-e.com/molecule.php?qn=3730,Rehmannioside A,DTNSOISBYQKHCS-XTOBSYSVSA-N,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O,Low,No,No,No,No,No,0
64,Prepared Rehmannia Root,熟地黄,MOL003731,Rehmaglutin A,https://tcmsp-e.com/molecule.php?qn=3731,Rehmaglutin A,QMQZZRSFTSGWJA-FJYMVOSHSA-N,C1COC2C3C1C(C(C3(CO2)O)O)O,High,Yes,No,Yes,Yes,Yes,1
65,Prepared Rehmannia Root,熟地黄,MOL003732,Rehmaglutin D,https://tcmsp-e.com/molecule.php?qn=3732,Rehmaglutin D,OFZRLVSQPBQNQB-FJYMVOSHSA-N,C1COC2C3C1C(C(C3(CO2)O)Cl)O,High,Yes,Yes,Yes,Yes,Yes,1
66,Prepared Rehmannia Root,熟地黄,MOL003733,6-O-vanilloylajugol,https://tcmsp-e.com/molecule.php?qn=3733,6-O-vanilloylajugol,GXSVXSKQLOMLIY-WIBTVNBPSA-N,COC1=CC(C(=O)OC2CC(C)(O)C3C(OC4OC(O)[C@@H](O)C(O)[C@H]4C)OC=CC23)=CC=C1O,Low,Yes,Yes,Yes,Yes,No,0
67,Prepared Rehmannia Root,熟地黄,MOL003734,echinacoside,https://tcmsp-e.com/molecule.php?qn=3734,echinacoside,FSBUXLDOLNLABB-YXELCVACSA-N,CC1O[C@@H](OC2C(O)C(OCCC3=CC=C(O)C(O)=C3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)/C=C\C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,Low,Yes,Yes,Yes,Yes,No,0
68,Prepared Rehmannia Root,熟地黄,MOL003735,aucubin,https://tcmsp-e.com/molecule.php?qn=3735,aucubin,RJWJHRPNHPHBRN-FKVJWERZSA-N,C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,Low,Yes,No,No,No,No,0
69,Prepared Rehmannia Root,熟地黄,MOL003736,Acetylcatalpol,https://tcmsp-e.com/molecule.php?qn=3736,Acetylcatalpol,HDMCWFHTAHTHFU-FCOSRPKJSA-N,CC(=O)OCC12CC1[C@@H](O)C1C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)[C@@H]12,Low,Yes,Yes,Yes,Yes,No,0
70,Prepared Rehmannia Root,熟地黄,MOL000399,Docosanoate,https://tcmsp-e.com/molecule.php?qn=399,Docosanoate,UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Low,Yes,No,No,No,No,0
71,Prepared Rehmannia Root,熟地黄,MOL000414,Caffeate,https://tcmsp-e.com/molecule.php?qn=414,Caffeate,QAIPRVGONGVQAS-RQOWECAXSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O,High,Yes,Yes,Yes,Yes,No,1
72,Prepared Rehmannia Root,熟地黄,MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,Stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
73,Prepared Rehmannia Root,熟地黄,MOL000732,Stachyose,https://tcmsp-e.com/molecule.php?qn=732,Stachyose,UQZIYBXSHAGNOE-XNSRJBNMSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,Low,No,No,No,No,No,0
74,Prepared Rehmannia Root,熟地黄,MOL000748,HMF,https://tcmsp-e.com/molecule.php?qn=748,HMF,NOEGNKMFWQHSLB-UHFFFAOYSA-N,C1=C(OC(=C1)C=O)CO,High,Yes,No,Yes,Yes,No,1
75,Prepared Rehmannia Root,熟地黄,MOL000841,raffinose,https://tcmsp-e.com/molecule.php?qn=841,raffinose,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,Low,No,No,No,No,No,0
76,Prepared Rehmannia Root,熟地黄,MOL000842,sucrose,https://tcmsp-e.com/molecule.php?qn=842,sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,Low,No,No,No,No,No,0
1,Glossy Privet Fruit,女贞子,MOL000123,geraniol,https://tcmsp-e.com/molecule.php?qn=123,geraniol,GLZPCOQZEFWAFX-JXMROGBWSA-N,CC(=CCCC(=CCO)C)C,High,Yes,No,Yes,Yes,No,1
2,Glossy Privet Fruit,女贞子,MOL000125,(-)-alpha-Pinene,https://tcmsp-e.com/molecule.php?qn=125,(-)-alpha-Pinene,GRWFGVWFFZKLTI-IUCAKERBSA-N,CC1=CCC2CC1C2(C)C,Low,Yes,No,Yes,Yes,No,0
3,Glossy Privet Fruit,女贞子,MOL000126,(-)-nopinene,https://tcmsp-e.com/molecule.php?qn=126,(-)-nopinene,WTARULDDTDQWMU-IUCAKERBSA-N,CC1(C2CCC(=C)C1C2)C,Low,Yes,No,Yes,Yes,No,0
4,Glossy Privet Fruit,女贞子,MOL001300,PEL,https://tcmsp-e.com/molecule.php?qn=1300,PEL,WRMNZCZEMHIOCP-UHFFFAOYSA-N,C1=CC=C(C=C1)CCO,High,Yes,No,Yes,Yes,No,1
5,Glossy Privet Fruit,女贞子,MOL000141,hydroxytyrosol,https://tcmsp-e.com/molecule.php?qn=141,hydroxytyrosol,JUUBCHWRXWPFFH-UHFFFAOYSA-N,C1=CC(=C(C=C1CCO)O)O,High,Yes,No,Yes,Yes,No,1
6,Glossy Privet Fruit,女贞子,MOL001654,Oleanolic acid-28-O-beta-D-glucopyranoside,https://tcmsp-e.com/molecule.php?qn=1654,Oleanolic acid-28-O-beta-D-glucopyranoside,KMKFOIBUKYMVRJ-ZEFSPQNOSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C,Low,Yes,No,Yes,No,No,0
7,Glossy Privet Fruit,女贞子,MOL001655,oleanolic acid-3-O-β-D-glucuronopyranoside_qt,https://tcmsp-e.com/molecule.php?qn=1655,oleanolic acid-3-O-β-D-glucuronopyranoside_qt,MIJYXULNPSFWEK-NMOPRTRMSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
8,Glossy Privet Fruit,女贞子,MOL001952,Sinapyl alcohol,https://tcmsp-e.com/molecule.php?qn=1952,Sinapyl alcohol,LZFOPEXOUVTGJS-ONEGZZNKSA-N,COC1=CC(=CC(=C1O)OC)C=CCO,High,Yes,Yes,Yes,Yes,Yes,1
9,Glossy Privet Fruit,女贞子,MOL000196,L-Bornyl acetate,https://tcmsp-e.com/molecule.php?qn=196,L-Bornyl acetate,KGEKLUUHTZCSIP-HOSYDEDBSA-N,CC(=O)OC1CC2CCC1(C2(C)C)C,High,Yes,Yes,Yes,Yes,No,1
10,Glossy Privet Fruit,女贞子,MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,(R)-linalool,CDOSHBSSFJOMGT-JTQLQIEISA-N,CC(=CCCC(C)(C=C)O)C,High,Yes,No,Yes,Yes,No,1
11,Glossy Privet Fruit,女贞子,MOL002001,Oleanolic acid deriv.,https://tcmsp-e.com/molecule.php?qn=2001,Oleanolic acid deriv.,RIXNFYQZWDGQAE-DFHVBEEKSA-N,CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C(=O)O)C)C)C,Low,Yes,No,Yes,No,No,0
12,Glossy Privet Fruit,女贞子,MOL002033,cis-Thujopsene,https://tcmsp-e.com/molecule.php?qn=2033,cis-Thujopsene,WXQGPFZDVCRBME-QEJZJMRPSA-N,CC1=CCC2(CCCC(C23C1C3)(C)C)C,Low,Yes,Yes,Yes,Yes,No,0
