Node1	Node2	Net	MolName
MOL000008	ESR2	target	apigenin
MOL000008	CDK6	target	apigenin
MOL000008	ADORA2A	target	apigenin
MOL000008	SYK	target	apigenin
MOL000008	GSK3B	target	apigenin
MOL000008	ABCC1	target	apigenin
MOL000008	TTR	target	apigenin
MOL000008	CSNK2A1	target	apigenin
MOL000008	CFTR	target	apigenin
MOL000008	CYP1B1	target	apigenin
MOL000008	ABCG2	target	apigenin
MOL000008	TNKS	target	apigenin
MOL000008	ALOX5	target	apigenin
MOL000008	PARP1	target	apigenin
MOL000008	CA2	target	apigenin
MOL000008	ABCB1	target	apigenin
MOL000008	CA4	target	apigenin
MOL000008	MMP9	target	apigenin
MOL000008	MMP2	target	apigenin
MOL000008	MMP12	target	apigenin
MOL000008	CD38	target	apigenin
MOL000008	TOP1	target	apigenin
MOL000008	ARG1	target	apigenin
MOL000008	PFKFB3	target	apigenin
MOL000008	ALOX15	target	apigenin
MOL000008	TYR	target	apigenin
MOL000008	AHR	target	apigenin
MOL000008	CA1	target	apigenin
MOL000008	AR	target	apigenin
MOL000008	TERT	target	apigenin
MOL000008	PIM1	target	apigenin
MOL000008	EGFR	target	apigenin
MOL000008	CDK1	target	apigenin
MOL000008	LCK	target	apigenin
MOL000008	IGF1R	target	apigenin
MOL000008	KDR	target	apigenin
MOL000008	ALK	target	apigenin
MOL000008	AXL	target	apigenin
MOL000008	BCHE	target	apigenin
MOL000008	CDK2	target	apigenin
MOL000008	GPR35	target	apigenin
MOL000008	SLC22A12	target	apigenin
MOL000008	ST6GAL1	target	apigenin
MOL000008	F2	target	apigenin
MOL000008	PLG	target	apigenin
MOL000008	DRD4	target	apigenin
MOL000008	MPO	target	apigenin
MOL000008	SRC	target	apigenin
MOL000008	PTK2	target	apigenin
MOL000008	MMP3	target	apigenin
MOL000008	CA3	target	apigenin
MOL000008	AKT1	target	apigenin
MOL003402	ESR1	target	demethylwedelolactone
MOL003402	ESR2	target	demethylwedelolactone
MOL003402	MMP9	target	demethylwedelolactone
MOL003402	MMP1	target	demethylwedelolactone
MOL003402	MMP2	target	demethylwedelolactone
MOL003402	CA2	target	demethylwedelolactone
MOL003402	CA1	target	demethylwedelolactone
MOL003402	CA4	target	demethylwedelolactone
MOL003402	DYRK1A	target	demethylwedelolactone
MOL003402	BRAF	target	demethylwedelolactone
MOL003402	EDNRA	target	demethylwedelolactone
MOL003406	HTR2B	target	Chloromaloside_qt
MOL003406	ADRA2C	target	Chloromaloside_qt
MOL003406	DRD2	target	Chloromaloside_qt
MOL003406	ADRA1D	target	Chloromaloside_qt
MOL003406	HTR2A	target	Chloromaloside_qt
MOL003406	CYP2D6	target	Chloromaloside_qt
MOL003406	RORC	target	Chloromaloside_qt
MOL003406	STAT3	target	Chloromaloside_qt
MOL003406	HSP90AA1	target	Chloromaloside_qt
MOL003406	VEGFA	target	Chloromaloside_qt
MOL003406	FGF1	target	Chloromaloside_qt
MOL003406	FGF2	target	Chloromaloside_qt
MOL003406	VDR	target	Chloromaloside_qt
MOL003406	CDK1	target	Chloromaloside_qt
MOL001559	SIGMAR1	target	piperlonguminine
MOL001559	NTRK1	target	piperlonguminine
MOL001559	ACACB	target	piperlonguminine
MOL001559	PRF1	target	piperlonguminine
MOL001559	SCN9A	target	piperlonguminine
MOL001559	ESR2	target	piperlonguminine
MOL001559	MAPK3	target	piperlonguminine
MOL001559	IDO1	target	piperlonguminine
MOL001559	SRC	target	piperlonguminine
MOL001559	NR3C1	target	piperlonguminine
MOL001559	F10	target	piperlonguminine
MOL001559	ITK	target	piperlonguminine
MOL001559	KDR	target	piperlonguminine
MOL001559	FAAH	target	piperlonguminine
MOL001559	CDK2	target	piperlonguminine
MOL001559	ACVRL1	target	piperlonguminine
MOL001559	HDAC6	target	piperlonguminine
MOL001559	CCND1	target	piperlonguminine
MOL001559	CCNA2	target	piperlonguminine
MOL001559	TGFBR1	target	piperlonguminine
MOL001559	PIK3CD	target	piperlonguminine
MOL001559	NAMPT	target	piperlonguminine
MOL001559	SLC27A1	target	piperlonguminine
MOL001559	TERT	target	piperlonguminine
MOL001559	CDK1	target	piperlonguminine
MOL001559	HDAC1	target	piperlonguminine
MOL001559	RET	target	piperlonguminine
MOL001559	MTOR	target	piperlonguminine
MOL001559	LRRK2	target	piperlonguminine
MOL001559	PARP1	target	piperlonguminine
MOL001559	PFKFB3	target	piperlonguminine
MOL001559	JAK2	target	piperlonguminine
MOL001559	IKBKB	target	piperlonguminine
MOL001559	ADORA1	target	piperlonguminine
MOL001559	ADORA2A	target	piperlonguminine
MOL001559	S1PR1	target	piperlonguminine
MOL001559	KCNH2	target	piperlonguminine
MOL001559	CTSS	target	piperlonguminine
MOL001559	PRKDC	target	piperlonguminine
MOL001559	PI4KB	target	piperlonguminine
MOL001559	BRAF	target	piperlonguminine
MOL001559	INSR	target	piperlonguminine
MOL001559	EZH2	target	piperlonguminine
MOL001559	FGFR1	target	piperlonguminine
MOL001559	CDK4	target	piperlonguminine
MOL001559	MAPK8	target	piperlonguminine
MOL001559	RPS6KA3	target	piperlonguminine
MOL001559	JAK3	target	piperlonguminine
MOL001559	MAPKAPK2	target	piperlonguminine
MOL001559	TBK1	target	piperlonguminine
MOL001559	CDK5	target	piperlonguminine
MOL001559	CFTR	target	piperlonguminine
MOL001559	CSF1R	target	piperlonguminine
MOL001559	PDGFRA	target	piperlonguminine
MOL001559	BACE2	target	piperlonguminine
MOL001559	CSNK2A1	target	piperlonguminine
MOL001559	PTGER3	target	piperlonguminine
MOL001559	LIMK1	target	piperlonguminine
MOL001559	CSNK2A2	target	piperlonguminine
MOL001559	PGR	target	piperlonguminine
MOL001618	OPRM1	target	Pellitorin
MOL001618	PPARG	target	Pellitorin
MOL001618	PPARD	target	Pellitorin
MOL001618	CHRM1	target	Pellitorin
MOL001618	RBP4	target	Pellitorin
MOL001618	MTNR1B	target	Pellitorin
MOL001618	HSD11B1	target	Pellitorin
MOL001618	CTSL	target	Pellitorin
MOL001618	MMP3	target	Pellitorin
MOL001618	MMP9	target	Pellitorin
MOL001618	MMP1	target	Pellitorin
MOL001618	P2RX7	target	Pellitorin
MOL001618	TAOK3	target	Pellitorin
MOL001618	HPGD	target	Pellitorin
MOL001618	RORC	target	Pellitorin
MOL001618	CHRM2	target	Pellitorin
MOL001618	EZH2	target	Pellitorin
MOL001618	TSPO	target	Pellitorin
MOL001618	MMP2	target	Pellitorin
MOL001618	PDE5A	target	Pellitorin
MOL001618	CHRM3	target	Pellitorin
MOL001618	CTSS	target	Pellitorin
MOL001618	PARP1	target	Pellitorin
MOL001618	PTGS2	target	Pellitorin
MOL001618	CRHR1	target	Pellitorin
MOL001618	SLC6A4	target	Pellitorin
MOL001618	MAPK13	target	Pellitorin
MOL001618	AVPR1A	target	Pellitorin
MOL001618	DRD2	target	Pellitorin
MOL001618	HTR2A	target	Pellitorin
MOL001618	PGR	target	Pellitorin
MOL001618	PTGS1	target	Pellitorin
MOL001618	MAPK14	target	Pellitorin
MOL001618	GSK3B	target	Pellitorin
MOL001618	HSP90AA1	target	Pellitorin
MOL001618	ACACB	target	Pellitorin
MOL001618	ALOX5	target	Pellitorin
MOL001618	NAMPT	target	Pellitorin
MOL001618	AKT1	target	Pellitorin
MOL001618	PPIA	target	Pellitorin
MOL001618	S1PR1	target	Pellitorin
MOL001618	MCHR1	target	Pellitorin
MOL001618	KDR	target	Pellitorin
MOL001618	PREP	target	Pellitorin
MOL001618	FAP	target	Pellitorin
MOL001618	PTK2	target	Pellitorin
MOL001618	CAPN1	target	Pellitorin
MOL001618	MAPK11	target	Pellitorin
MOL001618	SMO	target	Pellitorin
MOL001618	HSPB1	target	Pellitorin
MOL001618	CYP11B1	target	Pellitorin
MOL000309	BACE2	target	denudatin,a
MOL000309	BACE1	target	denudatin,a
MOL000309	CYP19A1	target	denudatin,a
MOL000309	JAK3	target	denudatin,a
MOL000309	MAPK10	target	denudatin,a
MOL000309	LRRK2	target	denudatin,a
MOL000309	MAPK8	target	denudatin,a
MOL000309	CASP3	target	denudatin,a
MOL000309	AR	target	denudatin,a
MOL000309	DYRK1A	target	denudatin,a
MOL000309	CLK2	target	denudatin,a
MOL000309	CLK3	target	denudatin,a
MOL000309	HRH4	target	denudatin,a
MOL000309	JAK1	target	denudatin,a
MOL000309	DRD4	target	denudatin,a
MOL000309	GSK3B	target	denudatin,a
MOL000309	PDE4A	target	denudatin,a
MOL000309	JAK2	target	denudatin,a
MOL000309	DYRK2	target	denudatin,a
MOL000309	MTNR1B	target	denudatin,a
MOL000309	EGFR	target	denudatin,a
MOL000309	ADORA2A	target	denudatin,a
MOL000309	HPGD	target	denudatin,a
MOL000309	PGR	target	denudatin,a
MOL000309	IRAK4	target	denudatin,a
MOL000309	MMP9	target	denudatin,a
MOL000309	MMP1	target	denudatin,a
MOL000309	EIF2AK3	target	denudatin,a
MOL000309	ADRA2C	target	denudatin,a
MOL000309	CHRM2	target	denudatin,a
MOL000309	CHRM3	target	denudatin,a
MOL000309	SIGMAR1	target	denudatin,a
MOL000309	NR3C1	target	denudatin,a
MOL000309	TERT	target	denudatin,a
MOL000309	HTR2A	target	denudatin,a
MOL000309	F10	target	denudatin,a
MOL000309	SYK	target	denudatin,a
MOL000309	FGFR1	target	denudatin,a
MOL000309	PDE8B	target	denudatin,a
MOL000309	PDGFRB	target	denudatin,a
MOL000309	DNMT3A	target	denudatin,a
MOL000309	CA2	target	denudatin,a
MOL000309	CASP9	target	denudatin,a
MOL000309	CA1	target	denudatin,a
MOL000309	TSPO	target	denudatin,a
MOL000309	CASR	target	denudatin,a
MOL000309	PARP1	target	denudatin,a
MOL000309	CASP1	target	denudatin,a
MOL000309	MAOA	target	denudatin,a
MOL000309	ALOX5	target	denudatin,a
MOL000309	CDK2	target	denudatin,a
MOL000309	HSD11B1	target	denudatin,a
MOL000309	MPO	target	denudatin,a
MOL000309	MTOR	target	denudatin,a
MOL000309	CSNK2A1	target	denudatin,a
MOL000309	CSNK2A2	target	denudatin,a
MOL000309	SRC	target	denudatin,a
MOL000309	PIK3CD	target	denudatin,a
MOL000309	PRKDC	target	denudatin,a
MOL000310	CA2	target	Denudatin B
MOL000310	CYP19A1	target	Denudatin B
MOL000310	HRH4	target	Denudatin B
MOL000310	GSK3B	target	Denudatin B
MOL000310	MTNR1B	target	Denudatin B
MOL000310	IKBKE	target	Denudatin B
MOL000310	PDE5A	target	Denudatin B
MOL000310	PDGFRB	target	Denudatin B
MOL000310	KCNA3	target	Denudatin B
MOL000310	ALOX5	target	Denudatin B
MOL000310	EGFR	target	Denudatin B
MOL000310	AOC3	target	Denudatin B
MOL000310	IGF1R	target	Denudatin B
MOL000310	PDE8B	target	Denudatin B
MOL000310	HDAC2	target	Denudatin B
MOL000310	HDAC1	target	Denudatin B
MOL000310	BACE1	target	Denudatin B
MOL000310	CDK2	target	Denudatin B
MOL000310	DRD4	target	Denudatin B
MOL000310	ADORA2A	target	Denudatin B
MOL000310	PTPRC	target	Denudatin B
MOL000310	CCR1	target	Denudatin B
MOL000310	CCR4	target	Denudatin B
MOL000310	MAPK14	target	Denudatin B
MOL000310	MAPK10	target	Denudatin B
MOL000310	CCR2	target	Denudatin B
MOL000310	FAAH	target	Denudatin B
MOL000310	IRAK4	target	Denudatin B
MOL000310	CCND3	target	Denudatin B
MOL000310	PTGER3	target	Denudatin B
MOL000310	CRHR1	target	Denudatin B
MOL000310	CASP3	target	Denudatin B
MOL000310	F10	target	Denudatin B
MOL000310	LIMK1	target	Denudatin B
MOL000310	SCN9A	target	Denudatin B
MOL000310	DUT	target	Denudatin B
MOL000310	NTRK1	target	Denudatin B
MOL000310	TAB1	target	Denudatin B
MOL000310	AR	target	Denudatin B
MOL000310	NR3C1	target	Denudatin B
MOL000310	PGR	target	Denudatin B
MOL000310	JAK3	target	Denudatin B
MOL000310	PTGS1	target	Denudatin B
MOL000310	JAK2	target	Denudatin B
MOL000310	SIRT1	target	Denudatin B
MOL000310	STAT5B	target	Denudatin B
MOL000310	HPGD	target	Denudatin B
MOL000310	MTOR	target	Denudatin B
MOL000310	CSF1R	target	Denudatin B
MOL000310	SRC	target	Denudatin B
MOL000310	RPS6KB1	target	Denudatin B
MOL000310	SLC27A1	target	Denudatin B
MOL000310	TNK2	target	Denudatin B
MOL000310	DYRK1A	target	Denudatin B
MOL000310	PSEN1	target	Denudatin B
MOL000310	MPO	target	Denudatin B
MOL000310	TACR1	target	Denudatin B
MOL000310	ADAM17	target	Denudatin B
MOL000310	HTR2A	target	Denudatin B
MOL000310	JAK1	target	Denudatin B
MOL000310	SIRT2	target	Denudatin B
MOL000310	EIF2AK3	target	Denudatin B
MOL000310	INSR	target	Denudatin B
MOL000310	AGTR1	target	Denudatin B
MOL000322	CA2	target	Kadsurenone
MOL000322	CYP19A1	target	Kadsurenone
MOL000322	HRH4	target	Kadsurenone
MOL000322	GSK3B	target	Kadsurenone
MOL000322	MTNR1B	target	Kadsurenone
MOL000322	IKBKE	target	Kadsurenone
MOL000322	PDE5A	target	Kadsurenone
MOL000322	PDGFRB	target	Kadsurenone
MOL000322	KCNA3	target	Kadsurenone
MOL000322	ALOX5	target	Kadsurenone
MOL000322	EGFR	target	Kadsurenone
MOL000322	AOC3	target	Kadsurenone
MOL000322	IGF1R	target	Kadsurenone
MOL000322	PDE8B	target	Kadsurenone
MOL000322	HDAC2	target	Kadsurenone
MOL000322	HDAC1	target	Kadsurenone
MOL000322	BACE1	target	Kadsurenone
MOL000322	CDK2	target	Kadsurenone
MOL000322	DRD4	target	Kadsurenone
MOL000322	ADORA2A	target	Kadsurenone
MOL000322	PTPRC	target	Kadsurenone
MOL000322	CCR1	target	Kadsurenone
MOL000322	CCR4	target	Kadsurenone
MOL000322	MAPK14	target	Kadsurenone
MOL000322	MAPK10	target	Kadsurenone
MOL000322	CCR2	target	Kadsurenone
MOL000322	FAAH	target	Kadsurenone
MOL000322	IRAK4	target	Kadsurenone
MOL000322	CCND3	target	Kadsurenone
MOL000322	PTGER3	target	Kadsurenone
MOL000322	CRHR1	target	Kadsurenone
MOL000322	CASP3	target	Kadsurenone
MOL000322	F10	target	Kadsurenone
MOL000322	LIMK1	target	Kadsurenone
MOL000322	SCN9A	target	Kadsurenone
MOL000322	DUT	target	Kadsurenone
MOL000322	NTRK1	target	Kadsurenone
MOL000322	TAB1	target	Kadsurenone
MOL000322	AR	target	Kadsurenone
MOL000322	NR3C1	target	Kadsurenone
MOL000322	PGR	target	Kadsurenone
MOL000322	JAK3	target	Kadsurenone
MOL000322	PTGS1	target	Kadsurenone
MOL000322	JAK2	target	Kadsurenone
MOL000322	SIRT1	target	Kadsurenone
MOL000322	STAT5B	target	Kadsurenone
MOL000322	HPGD	target	Kadsurenone
MOL000322	MTOR	target	Kadsurenone
MOL000322	CSF1R	target	Kadsurenone
MOL000322	SRC	target	Kadsurenone
MOL000322	RPS6KB1	target	Kadsurenone
MOL000322	SLC27A1	target	Kadsurenone
MOL000322	TNK2	target	Kadsurenone
MOL000322	DYRK1A	target	Kadsurenone
MOL000322	PSEN1	target	Kadsurenone
MOL000322	MPO	target	Kadsurenone
MOL000322	TACR1	target	Kadsurenone
MOL000322	ADAM17	target	Kadsurenone
MOL000322	HTR2A	target	Kadsurenone
MOL000322	JAK1	target	Kadsurenone
MOL000322	SIRT2	target	Kadsurenone
MOL000322	EIF2AK3	target	Kadsurenone
MOL000322	INSR	target	Kadsurenone
MOL000322	AGTR1	target	Kadsurenone
MOL000041	SLC7A5	target	PHA
MOL000041	FYN	target	PHA
MOL000041	EGFR	target	PHA
MOL000041	GABBR1	target	PHA
MOL000041	TACR1	target	PHA
MOL000041	TH	target	PHA
MOL000041	KDM4C	target	PHA
MOL000041	LCK	target	PHA
MOL000041	CPB2	target	PHA
MOL000041	SLC6A4	target	PHA
MOL000041	SLC15A1	target	PHA
MOL000041	PEPD	target	PHA
MOL005431	ABCB1	target	Crotepoxide
MOL005431	BCHE	target	Crotepoxide
MOL005431	LGALS3	target	Crotepoxide
MOL005431	LGALS9	target	Crotepoxide
MOL005431	AKT1	target	Crotepoxide
MOL005431	ESR2	target	Crotepoxide
MOL005431	EDNRA	target	Crotepoxide
MOL005431	ADORA2A	target	Crotepoxide
MOL005431	ADORA1	target	Crotepoxide
MOL005431	ALPL	target	Crotepoxide
MOL005431	ECE1	target	Crotepoxide
MOL005431	BDKRB1	target	Crotepoxide
MOL005431	HSP90AA1	target	Crotepoxide
MOL005432	SHBG	target	ABK
MOL005432	PPARG	target	ABK
MOL005432	SRD5A2	target	ABK
MOL005432	CYP19A1	target	ABK
MOL005432	RARB	target	ABK
MOL005432	RXRA	target	ABK
MOL005432	ALOX15	target	ABK
MOL005432	NR3C1	target	ABK
MOL005432	AMPD2	target	ABK
MOL005432	PRKCA	target	ABK
MOL005432	RASGRP3	target	ABK
MOL005432	CDK2	target	ABK
MOL005432	CTNNB1	target	ABK
MOL005432	PGR	target	ABK
MOL005432	ITGAL	target	ABK
MOL005432	NOS2	target	ABK
MOL005432	ALOX5	target	ABK
MOL005432	ACE	target	ABK
MOL005432	PARP1	target	ABK
MOL005432	PIM1	target	ABK
MOL005432	SLC22A12	target	ABK
MOL005434	IL2	target	24-Methylcholest-5-enyl-3belta-O-glucopyranoside
MOL005434	STAT3	target	24-Methylcholest-5-enyl-3belta-O-glucopyranoside
MOL005437	GSK3B	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PARP1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MMP9	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MMP1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	HSD11B1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	NOS1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	NOS2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	TERT	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	SCN9A	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CYP11B1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MAOA	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CYP19A1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	NR3C1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PGR	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CYP11B2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CDK2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CDK1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CDK5	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MTNR1B	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MDM2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	AR	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	LRRK2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	NTRK1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PRKACA	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	HPGD	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	RPS6KB1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CASP4	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CASP9	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CASP3	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MTOR	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PIK3CD	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PIK3CG	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CASP6	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MAPK3	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	EGFR	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PIM1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	ADRA1D	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	ROCK2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	SIRT2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MAPK8	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	IRAK4	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	RPS6KA3	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	NOS3	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	FLT1	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	JAK3	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MAPK10	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PTPRC	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CDK4	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	MAPKAPK2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	DYRK1A	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	PPARG	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	TGM2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CLK2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	CLK3	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005437	DYRK2	target	(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one
MOL005442	DRD5	target	LDP
MOL005442	MTNR1B	target	LDP
MOL005442	DRD2	target	LDP
MOL005442	DRD4	target	LDP
MOL005442	ADRA2C	target	LDP
MOL005442	HTR2A	target	LDP
MOL005442	MIF	target	LDP
MOL005442	ADRA1D	target	LDP
MOL005442	HTR2B	target	LDP
MOL005442	SLC6A4	target	LDP
MOL005443	CA1	target	Batatasin I
MOL005443	CA2	target	Batatasin I
MOL005443	PIK3CG	target	Batatasin I
MOL005443	HDAC2	target	Batatasin I
MOL005443	CYP19A1	target	Batatasin I
MOL005443	HTR2B	target	Batatasin I
MOL005443	AR	target	Batatasin I
MOL005443	HTR1A	target	Batatasin I
MOL005443	DRD2	target	Batatasin I
MOL005443	MTNR1B	target	Batatasin I
MOL005443	PIM1	target	Batatasin I
MOL005443	RET	target	Batatasin I
MOL005443	RAF1	target	Batatasin I
MOL005443	ALOX5	target	Batatasin I
MOL005443	BRAF	target	Batatasin I
MOL005443	LCK	target	Batatasin I
MOL005443	PTK2B	target	Batatasin I
MOL005443	ABCG2	target	Batatasin I
MOL005443	LNPEP	target	Batatasin I
MOL005443	CDK2	target	Batatasin I
