#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FYN	ITGB1	9606.ENSP00000346671	9606.ENSP00000379350	0	0	0	0	0.064	0.070	0.900	0.880	0.988
FYN	YES1	9606.ENSP00000346671	9606.ENSP00000462468	0	0	0	0.974	0	0.943	0.900	0.730	0.994
FYN	SRC	9606.ENSP00000346671	9606.ENSP00000362680	0	0	0.445	0.971	0	0.966	0.900	0.966	0.996
FYN	GRIN2A	9606.ENSP00000346671	9606.ENSP00000379818	0	0	0	0	0	0.838	0.900	0.846	0.997
G6PD	TP53	9606.ENSP00000377192	9606.ENSP00000269305	0	0	0	0	0.062	0	0.800	0.984	0.996
GAK	PIK3C2A	9606.ENSP00000314499	9606.ENSP00000265970	0	0	0	0	0.071	0.339	0.900	0.119	0.938
GAK	LRRK2	9606.ENSP00000314499	9606.ENSP00000298910	0	0	0	0	0.109	0.679	0	0.912	0.972
GAK	HSPA8	9606.ENSP00000314499	9606.ENSP00000432083	0	0	0	0	0	0.656	0.600	0.907	0.986
GLI2	SMO	9606.ENSP00000390436	9606.ENSP00000249373	0	0	0	0	0.151	0.647	0.900	0.801	0.993
GLI2	SHH	9606.ENSP00000390436	9606.ENSP00000297261	0	0	0	0	0.062	0.258	0.900	0.963	0.997
GLI2	PRKACA	9606.ENSP00000390436	9606.ENSP00000309591	0	0	0	0	0.076	0.207	0.900	0.077	0.923
GLI2	GSK3B	9606.ENSP00000390436	9606.ENSP00000324806	0	0	0	0	0.063	0.147	0.900	0.382	0.944
GLI2	PSMB2	9606.ENSP00000390436	9606.ENSP00000362334	0	0	0	0	0	0.065	0.900	0	0.902
GLI2	PRKCD	9606.ENSP00000390436	9606.ENSP00000378217	0	0	0	0	0.063	0.057	0.900	0.151	0.914
GRB2	NGFR	9606.ENSP00000376345	9606.ENSP00000172229	0	0	0	0	0	0.302	0.900	0.248	0.942
GRB2	MAPK1	9606.ENSP00000376345	9606.ENSP00000215832	0	0	0	0	0.062	0.213	0.900	0.833	0.986
GRB2	RPS6KB1	9606.ENSP00000376345	9606.ENSP00000225577	0	0	0	0	0.062	0.076	0.900	0.479	0.948
GRB2	IL2	9606.ENSP00000376345	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.478	0.945
GRB2	PLCG1	9606.ENSP00000376345	9606.ENSP00000244007	0	0	0	0.678	0	0.969	0.900	0.991	0.997
GRB2	PDGFRA	9606.ENSP00000376345	9606.ENSP00000257290	0	0	0	0	0	0.556	0.900	0.292	0.965
GRB2	PDGFRB	9606.ENSP00000376345	9606.ENSP00000261799	0	0	0	0	0	0.824	0.900	0.699	0.994
GRB2	MAPK3	9606.ENSP00000376345	9606.ENSP00000263025	0	0	0	0	0.062	0	0.900	0.981	0.998
GRB2	KDR	9606.ENSP00000376345	9606.ENSP00000263923	0	0	0	0	0	0.613	0.900	0.887	0.995
GRB2	STAT3	9606.ENSP00000376345	9606.ENSP00000264657	0	0	0	0	0.097	0.270	0.900	0.604	0.970
GRB2	IGF1R	9606.ENSP00000376345	9606.ENSP00000268035	0	0	0	0	0.051	0.156	0.900	0.691	0.972
GRB2	NTRK2	9606.ENSP00000376345	9606.ENSP00000277120	0	0	0	0	0.080	0.156	0.900	0.520	0.957
GRB2	KIT	9606.ENSP00000376345	9606.ENSP00000288135	0	0	0	0	0	0.887	0.900	0.986	0.999
GRB2	HPGDS	9606.ENSP00000376345	9606.ENSP00000295256	0	0	0	0	0	0	0	0.939	0.939
GRB2	INSR	9606.ENSP00000376345	9606.ENSP00000303830	0	0	0	0	0.051	0.357	0.900	0.578	0.970
GRB2	S1PR1	9606.ENSP00000376345	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.122	0.908
GRB2	PTPN2	9606.ENSP00000376345	9606.ENSP00000311857	0	0	0	0	0.064	0.142	0.900	0.271	0.933
GRB2	PRKD1	9606.ENSP00000376345	9606.ENSP00000333568	0	0	0	0	0	0	0.900	0.170	0.913
GRB2	LCK	9606.ENSP00000376345	9606.ENSP00000337825	0	0	0	0.741	0	0.357	0.900	0.729	0.945
GRB2	PTPN11	9606.ENSP00000376345	9606.ENSP00000340944	0	0	0	0.633	0.095	0.948	0.900	0.995	0.996
GRB2	PTK2	9606.ENSP00000376345	9606.ENSP00000341189	0	0	0	0	0.062	0.880	0.900	0.990	0.999
GRB2	JAK1	9606.ENSP00000376345	9606.ENSP00000343204	0	0	0	0	0	0.525	0.900	0.696	0.984
GRB2	RET	9606.ENSP00000376345	9606.ENSP00000347942	0	0	0	0	0	0.817	0.900	0.882	0.997
GRB2	NTRK3	9606.ENSP00000376345	9606.ENSP00000354207	0	0	0	0	0.080	0.156	0.900	0.246	0.933
GRB2	MTOR	9606.ENSP00000376345	9606.ENSP00000354558	0	0	0	0	0	0.108	0.900	0.508	0.952
GRB2	SRC	9606.ENSP00000376345	9606.ENSP00000362680	0	0	0	0.745	0.108	0.788	0.900	0.991	0.984
GRB2	TGFBR1	9606.ENSP00000376345	9606.ENSP00000364133	0	0	0	0	0.063	0.156	0	0.949	0.957
GRB2	SYK	9606.ENSP00000376345	9606.ENSP00000364907	0	0	0	0	0.062	0.713	0.900	0.930	0.997
GRB2	TEK	9606.ENSP00000376345	9606.ENSP00000369375	0	0	0	0	0.062	0.481	0.900	0.512	0.973
GRB2	IL6ST	9606.ENSP00000376345	9606.ENSP00000370698	0	0	0	0	0.053	0.270	0.900	0.120	0.931
GRB2	JAK2	9606.ENSP00000376345	9606.ENSP00000371067	0	0	0	0	0	0.728	0.900	0.982	0.999
GRB2	TNK2	9606.ENSP00000376345	9606.ENSP00000371341	0	0	0	0	0	0.898	0.720	0.780	0.993
GRB2	LYN	9606.ENSP00000376345	9606.ENSP00000428924	0	0	0	0.737	0.097	0.156	0.900	0.809	0.934
GRB2	IL6	9606.ENSP00000376345	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0.407	0.938
GRB2	PRKCD	9606.ENSP00000376345	9606.ENSP00000378217	0	0	0	0	0.062	0.069	0.900	0.394	0.940
GRB2	PTPN6	9606.ENSP00000376345	9606.ENSP00000391592	0	0	0	0.622	0.065	0.786	0.600	0.908	0.942
GRB2	JAK3	9606.ENSP00000376345	9606.ENSP00000391676	0	0	0	0	0	0.156	0.900	0.386	0.943
GRB2	YES1	9606.ENSP00000376345	9606.ENSP00000462468	0	0	0	0.738	0.108	0.369	0.900	0.523	0.946
GRB2	ITGB1	9606.ENSP00000376345	9606.ENSP00000379350	0	0	0	0	0.084	0	0.900	0.475	0.947
GRB2	VEGFA	9606.ENSP00000376345	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.520	0.950
GRB2	ITK	9606.ENSP00000376345	9606.ENSP00000398655	0	0	0	0.646	0	0.547	0.900	0.776	0.965
GRB2	VAV1	9606.ENSP00000376345	9606.ENSP00000472929	0	0	0	0.747	0.062	0.893	0.900	0.991	0.991
GRB2	NTRK1	9606.ENSP00000376345	9606.ENSP00000431418	0	0	0	0	0.080	0.645	0.900	0.773	0.991
GRB2	PTK2B	9606.ENSP00000376345	9606.ENSP00000380638	0	0	0	0	0.062	0.872	0.900	0.983	0.999
GRIA2	HDAC1	9606.ENSP00000296526	9606.ENSP00000362649	0	0	0	0	0	0	0.900	0.187	0.915
GRIA2	HDAC2	9606.ENSP00000296526	9606.ENSP00000430432	0	0	0	0	0	0	0.900	0.207	0.917
GRIA2	PRKCB	9606.ENSP00000296526	9606.ENSP00000305355	0	0	0	0	0.087	0.067	0.900	0.424	0.944
GRIA2	GRIN2A	9606.ENSP00000296526	9606.ENSP00000379818	0	0	0	0.599	0.234	0.102	0.900	0.840	0.950
GRIA2	PRKCA	9606.ENSP00000296526	9606.ENSP00000408695	0	0	0	0	0.062	0.234	0.900	0.723	0.977
GRIN2A	SRC	9606.ENSP00000379818	9606.ENSP00000362680	0	0	0	0	0	0.685	0.900	0.982	0.999
GRIN2A	NOS1	9606.ENSP00000379818	9606.ENSP00000477999	0	0	0	0	0.062	0.354	0.800	0.688	0.957
GRIN2A	PTK2B	9606.ENSP00000379818	9606.ENSP00000380638	0	0	0	0	0.076	0.526	0.540	0.892	0.975
GSK3B	RPS6KB1	9606.ENSP00000324806	9606.ENSP00000225577	0	0	0.271	0.602	0.064	0.091	0.900	0.641	0.937
GSK3B	NR3C1	9606.ENSP00000324806	9606.ENSP00000231509	0	0	0	0	0	0.077	0.900	0.321	0.931
GSK3B	PIN1	9606.ENSP00000324806	9606.ENSP00000247970	0	0	0	0	0.061	0.060	0.900	0.536	0.953
GSK3B	TP53	9606.ENSP00000324806	9606.ENSP00000269305	0	0	0	0	0	0.866	0.900	0.973	0.999
GSK3B	PRKACA	9606.ENSP00000324806	9606.ENSP00000309591	0	0	0.251	0.625	0.079	0.721	0.800	0.276	0.953
GSK3B	PTK2B	9606.ENSP00000324806	9606.ENSP00000380638	0	0	0	0.574	0	0.078	0.900	0.318	0.915
GSK3B	PPP2CA	9606.ENSP00000324806	9606.ENSP00000418447	0	0	0	0	0.108	0.365	0.900	0.376	0.960
GSK3B	JUN	9606.ENSP00000324806	9606.ENSP00000360266	0	0	0	0	0	0.691	0.900	0.709	0.990
GSK3B	PSEN1	9606.ENSP00000324806	9606.ENSP00000326366	0	0	0	0	0.089	0.790	0.800	0.832	0.992
GSK3B	MAPT	9606.ENSP00000324806	9606.ENSP00000340820	0	0	0	0	0.062	0.994	0.900	0.750	0.999
GSR	HPGDS	9606.ENSP00000221130	9606.ENSP00000295256	0	0	0	0	0.064	0	0.650	0.812	0.933
GSTP1	JUN	9606.ENSP00000381607	9606.ENSP00000360266	0	0	0	0	0	0.094	0	0.985	0.986
GSTP1	MAPK8	9606.ENSP00000381607	9606.ENSP00000378974	0	0	0	0	0	0.757	0	0.982	0.995
HAO1	NOS2	9606.ENSP00000368066	9606.ENSP00000327251	0.050	0	0	0	0.065	0	0.900	0.062	0.905
HDAC1	SIRT1	9606.ENSP00000362649	9606.ENSP00000212015	0	0	0	0	0.062	0.504	0	0.953	0.976
HDAC1	NFKBIA	9606.ENSP00000362649	9606.ENSP00000216797	0	0	0	0	0.062	0.499	0.900	0.825	0.990
HDAC1	SERPINE1	9606.ENSP00000362649	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.181	0.914
HDAC1	NFKB1	9606.ENSP00000362649	9606.ENSP00000226574	0	0	0	0	0.074	0.894	0	0.971	0.996
HDAC1	NR3C1	9606.ENSP00000362649	9606.ENSP00000231509	0	0	0	0	0	0.859	0	0.586	0.939
HDAC1	MDM2	9606.ENSP00000362649	9606.ENSP00000258149	0	0	0	0	0	0.675	0	0.979	0.993
HDAC1	ITGA2B	9606.ENSP00000362649	9606.ENSP00000262407	0	0	0	0	0	0	0.900	0.074	0.903
HDAC1	STAT3	9606.ENSP00000362649	9606.ENSP00000264657	0	0	0	0	0.048	0.845	0	0.935	0.989
HDAC1	TP53	9606.ENSP00000362649	9606.ENSP00000269305	0	0	0	0	0.062	0.927	0.900	0.989	0.999
HDAC1	PPARG	9606.ENSP00000362649	9606.ENSP00000287820	0	0	0	0	0	0.505	0.650	0.622	0.929
HDAC1	STAT5B	9606.ENSP00000362649	9606.ENSP00000293328	0	0	0	0	0.048	0.214	0.900	0.327	0.942
HDAC1	TERT	9606.ENSP00000362649	9606.ENSP00000309572	0	0	0	0	0.066	0	0.900	0.437	0.942
HDAC1	RARB	9606.ENSP00000362649	9606.ENSP00000332296	0	0	0	0	0	0.078	0.900	0.288	0.928
HDAC1	MEN1	9606.ENSP00000362649	9606.ENSP00000337088	0	0	0	0	0.094	0.270	0.650	0.894	0.972
HDAC1	STAT1	9606.ENSP00000362649	9606.ENSP00000354394	0	0	0	0	0.062	0.316	0	0.938	0.957
HDAC1	KDM5B	9606.ENSP00000362649	9606.ENSP00000356234	0	0	0	0	0.065	0.782	0	0.672	0.927
HDAC1	JUN	9606.ENSP00000362649	9606.ENSP00000360266	0	0	0	0	0	0.476	0.650	0.791	0.958
HDAC1	RXRB	9606.ENSP00000362649	9606.ENSP00000363817	0	0	0	0	0.053	0.078	0.900	0.078	0.908
HDAC1	OPRM1	9606.ENSP00000362649	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0.189	0.915
HDAC1	RXRA	9606.ENSP00000362649	9606.ENSP00000419692	0	0	0	0	0.145	0.078	0.900	0.172	0.926
HDAC1	HDAC9	9606.ENSP00000362649	9606.ENSP00000408617	0	0	0.202	0.614	0.062	0.911	0	0.990	0.949
HDAC1	PADI4	9606.ENSP00000362649	9606.ENSP00000364597	0	0	0	0	0	0.270	0	0.957	0.967
HDAC1	XPO1	9606.ENSP00000362649	9606.ENSP00000384863	0	0	0	0	0.177	0.182	0.900	0.744	0.980
HDAC1	HIF1A	9606.ENSP00000362649	9606.ENSP00000437955	0	0	0	0	0.050	0.759	0	0.978	0.994
HDAC1	RELA	9606.ENSP00000362649	9606.ENSP00000384273	0	0	0	0	0.107	0.894	0	0.984	0.998
HDAC1	SMARCA4	9606.ENSP00000362649	9606.ENSP00000395654	0	0	0	0	0.305	0.879	0.650	0.977	0.999
HDAC1	HDAC2	9606.ENSP00000362649	9606.ENSP00000430432	0	0	0.449	0.983	0.111	0.992	0.900	0.990	0.999
HDAC2	SIRT1	9606.ENSP00000430432	9606.ENSP00000212015	0	0	0	0	0.142	0.384	0	0.904	0.945
HDAC2	NFKB1	9606.ENSP00000430432	9606.ENSP00000226574	0	0	0	0	0.066	0.400	0.900	0.258	0.952
HDAC2	NR3C1	9606.ENSP00000430432	9606.ENSP00000231509	0	0	0	0	0	0.298	0.900	0.752	0.981
HDAC2	TP53	9606.ENSP00000430432	9606.ENSP00000269305	0	0	0	0	0.049	0.872	0.900	0.948	0.999
HDAC2	RELA	9606.ENSP00000430432	9606.ENSP00000384273	0	0	0	0	0.045	0.883	0.900	0.937	0.999
HDAC2	OPRM1	9606.ENSP00000430432	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0.189	0.915
HDAC2	SMARCA4	9606.ENSP00000430432	9606.ENSP00000395654	0	0	0	0	0.176	0.887	0.800	0.868	0.997
HDAC4	SIRT1	9606.ENSP00000264606	9606.ENSP00000212015	0	0	0	0	0.052	0.577	0.900	0.923	0.996
HDAC4	XPO1	9606.ENSP00000264606	9606.ENSP00000384863	0	0	0	0	0.067	0.056	0.900	0.292	0.929
HDAC4	NR1H3	9606.ENSP00000264606	9606.ENSP00000477707	0	0	0	0	0.052	0.298	0.900	0.235	0.942
HDAC4	KDM5B	9606.ENSP00000264606	9606.ENSP00000356234	0	0	0	0	0.062	0.359	0	0.942	0.963
HDAC4	HIF1A	9606.ENSP00000264606	9606.ENSP00000437955	0	0	0	0	0	0.767	0	0.879	0.970
HDAC6	NR3C1	9606.ENSP00000334061	9606.ENSP00000231509	0	0	0	0	0	0.298	0.900	0.595	0.969
HDAC6	SIRT2	9606.ENSP00000334061	9606.ENSP00000249396	0	0	0	0	0.052	0.562	0	0.969	0.986
HDAC6	TP53	9606.ENSP00000334061	9606.ENSP00000269305	0	0	0	0	0	0.056	0	0.944	0.945
HDAC6	HSPA8	9606.ENSP00000334061	9606.ENSP00000432083	0	0	0	0	0.062	0.668	0.600	0.449	0.922
HDAC6	HSP90AB1	9606.ENSP00000334061	9606.ENSP00000360609	0	0	0	0	0.053	0.760	0.600	0.672	0.966
HDAC6	VCP	9606.ENSP00000334061	9606.ENSP00000351777	0.042	0	0	0	0.062	0.639	0.800	0.970	0.997
HDAC6	HSP90AA1	9606.ENSP00000334061	9606.ENSP00000335153	0	0	0	0	0.053	0.885	0.900	0.991	0.999
HDAC7	HIF1A	9606.ENSP00000080059	9606.ENSP00000437955	0	0	0	0	0	0.501	0.900	0.615	0.979
HEXA	HEXB	9606.ENSP00000268097	9606.ENSP00000261416	0	0	0.448	0.955	0.103	0.939	0.800	0.909	0.988
HIF1A	SIRT1	9606.ENSP00000437955	9606.ENSP00000212015	0	0	0	0	0.077	0.486	0	0.903	0.950
HIF1A	MAPK1	9606.ENSP00000437955	9606.ENSP00000215832	0	0	0	0	0	0.675	0.800	0.591	0.971
HIF1A	PER2	9606.ENSP00000437955	9606.ENSP00000254657	0	0	0	0	0	0	0	0.940	0.940
HIF1A	VHL	9606.ENSP00000437955	9606.ENSP00000256474	0	0	0	0	0	0.998	0.900	0.995	0.999
HIF1A	MDM2	9606.ENSP00000437955	9606.ENSP00000258149	0	0	0	0	0.062	0.873	0.900	0.984	0.999
HIF1A	MAPK3	9606.ENSP00000437955	9606.ENSP00000263025	0	0	0	0	0	0.213	0.800	0.729	0.953
HIF1A	STAT3	9606.ENSP00000437955	9606.ENSP00000264657	0	0	0	0	0.062	0.839	0.900	0.968	0.999
HIF1A	TP53	9606.ENSP00000437955	9606.ENSP00000269305	0	0	0	0	0	0.870	0.900	0.989	0.999
HIF1A	NOS3	9606.ENSP00000437955	9606.ENSP00000297494	0	0	0	0	0	0	0.900	0.701	0.968
HIF1A	LRRK2	9606.ENSP00000437955	9606.ENSP00000298910	0	0	0	0	0	0.298	0.900	0.185	0.937
HIF1A	RORC	9606.ENSP00000437955	9606.ENSP00000327025	0	0	0	0	0	0.182	0.900	0.260	0.934
HIF1A	HSP90AA1	9606.ENSP00000437955	9606.ENSP00000335153	0	0	0	0	0	0.918	0.900	0.991	0.999
HIF1A	JUN	9606.ENSP00000437955	9606.ENSP00000360266	0	0	0	0	0	0.676	0.900	0.901	0.996
HIF1A	HSP90AB1	9606.ENSP00000437955	9606.ENSP00000360609	0	0	0	0	0	0.801	0	0.690	0.936
HIF1A	PIM1	9606.ENSP00000437955	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0.157	0.912
HIF1A	RELA	9606.ENSP00000437955	9606.ENSP00000384273	0	0	0	0	0	0.270	0	0.890	0.916
HIF1A	HSPA8	9606.ENSP00000437955	9606.ENSP00000432083	0	0	0	0	0	0.495	0	0.906	0.951
HIF1A	PTK6	9606.ENSP00000437955	9606.ENSP00000442460	0	0	0	0	0	0.510	0.900	0.285	0.961
HIF1A	VEGFA	9606.ENSP00000437955	9606.ENSP00000478570	0	0	0	0	0.062	0.874	0.900	0.919	0.998
HLA-DRB1	PLCG1	9606.ENSP00000353099	9606.ENSP00000244007	0	0	0	0	0.063	0	0.900	0.045	0.902
HLA-DRB1	PRKCQ	9606.ENSP00000353099	9606.ENSP00000263125	0	0	0	0	0	0	0.900	0.310	0.928
HLA-DRB1	ZAP70	9606.ENSP00000353099	9606.ENSP00000264972	0	0	0	0	0.119	0	0.900	0.181	0.921
HLA-DRB1	LCK	9606.ENSP00000353099	9606.ENSP00000337825	0	0	0	0	0.065	0	0.900	0.189	0.917
HLA-DRB1	PTPN11	9606.ENSP00000353099	9606.ENSP00000340944	0	0	0	0	0.062	0	0.900	0.108	0.909
HLA-DRB1	PTPN22	9606.ENSP00000353099	9606.ENSP00000352833	0	0	0	0	0.128	0	0.900	0.894	0.989
HLA-DRB1	ITK	9606.ENSP00000353099	9606.ENSP00000398655	0	0	0	0	0.066	0	0.900	0.098	0.908
HLA-DRB1	VAV1	9606.ENSP00000353099	9606.ENSP00000472929	0	0	0	0	0.107	0	0.900	0.097	0.912
HLA-DRB1	PTPN6	9606.ENSP00000353099	9606.ENSP00000391592	0	0	0	0	0.173	0	0.900	0.107	0.919
HLA-DRB1	PTPRC	9606.ENSP00000353099	9606.ENSP00000411355	0	0	0	0	0.221	0	0.900	0.417	0.950
HMGCR	RXRA	9606.ENSP00000287936	9606.ENSP00000419692	0	0	0	0	0.062	0	0.900	0.313	0.929
HMOX1	MAPK14	9606.ENSP00000216117	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.407	0.938
HMOX1	JUN	9606.ENSP00000216117	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.692	0.967
HMOX1	NFE2L2	9606.ENSP00000216117	9606.ENSP00000380252	0	0	0	0	0	0	0.900	0.916	0.991
HPGDS	PTGS1	9606.ENSP00000295256	9606.ENSP00000354612	0	0	0	0	0.069	0	0.900	0.334	0.932
HPGDS	PTGS2	9606.ENSP00000295256	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0.531	0.951
HSD11B1	PPARG	9606.ENSP00000355995	9606.ENSP00000287820	0	0	0	0	0.062	0.057	0.900	0.505	0.950
HSD11B1	RXRA	9606.ENSP00000355995	9606.ENSP00000419692	0	0	0	0	0.062	0.057	0.900	0.153	0.915
HSD11B1	HSD3B2	9606.ENSP00000355995	9606.ENSP00000445122	0	0	0	0	0.062	0.114	0.900	0.483	0.951
HSD11B2	HSD3B2	9606.ENSP00000316786	9606.ENSP00000445122	0	0	0	0	0	0.056	0.900	0.514	0.950
HSD17B3	SRD5A1	9606.ENSP00000364412	9606.ENSP00000274192	0	0	0	0	0.049	0	0.900	0.811	0.980
HSD17B3	SRD5A2	9606.ENSP00000364412	9606.ENSP00000477587	0	0	0	0	0.049	0	0.900	0.810	0.980
HSD17B3	HSD3B2	9606.ENSP00000364412	9606.ENSP00000445122	0.068	0	0	0	0.062	0.056	0.900	0.873	0.987
HSD3B2	STS	9606.ENSP00000445122	9606.ENSP00000217961	0.041	0	0	0	0	0	0.900	0.490	0.946
HSD3B2	SRD5A1	9606.ENSP00000445122	9606.ENSP00000274192	0	0	0	0	0.063	0	0.900	0.753	0.974
HSD3B2	SRD5A2	9606.ENSP00000445122	9606.ENSP00000477587	0	0	0	0	0.062	0	0.900	0.749	0.974
HSP90AA1	MAPK1	9606.ENSP00000335153	9606.ENSP00000215832	0	0	0	0	0.062	0.365	0.900	0.705	0.980
HSP90AA1	MMP2	9606.ENSP00000335153	9606.ENSP00000219070	0	0	0	0	0	0.270	0	0.918	0.938
HSP90AA1	RIPK2	9606.ENSP00000335153	9606.ENSP00000220751	0	0	0	0	0	0.228	0.800	0.691	0.948
HSP90AA1	RPS6KB1	9606.ENSP00000335153	9606.ENSP00000225577	0	0	0	0	0.076	0.247	0.900	0.700	0.976
HSP90AA1	IL2	9606.ENSP00000335153	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.502	0.948
HSP90AA1	NR3C1	9606.ENSP00000335153	9606.ENSP00000231509	0	0	0	0	0	0.923	0.900	0.989	0.999
HSP90AA1	HSPB1	9606.ENSP00000335153	9606.ENSP00000248553	0	0	0	0	0.065	0.347	0	0.949	0.966
HSP90AA1	RAF1	9606.ENSP00000335153	9606.ENSP00000251849	0	0	0	0	0	0.942	0	0.988	0.999
HSP90AA1	MDM2	9606.ENSP00000335153	9606.ENSP00000258149	0	0	0	0	0	0.675	0	0.951	0.983
HSP90AA1	KCNH2	9606.ENSP00000335153	9606.ENSP00000262186	0	0	0	0	0	0.835	0	0.899	0.982
HSP90AA1	MAPK3	9606.ENSP00000335153	9606.ENSP00000263025	0	0	0	0	0.054	0.299	0.900	0.866	0.990
HSP90AA1	KDR	9606.ENSP00000335153	9606.ENSP00000263923	0	0	0	0	0	0.488	0.900	0.873	0.992
HSP90AA1	STAT3	9606.ENSP00000335153	9606.ENSP00000264657	0	0	0	0	0	0.270	0.900	0.988	0.999
HSP90AA1	TP53	9606.ENSP00000335153	9606.ENSP00000269305	0	0	0	0	0.049	0.899	0.900	0.989	0.999
HSP90AA1	NOS3	9606.ENSP00000335153	9606.ENSP00000297494	0	0	0	0	0.062	0.760	0.900	0.989	0.999
HSP90AA1	LRRK2	9606.ENSP00000335153	9606.ENSP00000298910	0.042	0	0	0	0	0.919	0	0.989	0.999
HSP90AA1	TERT	9606.ENSP00000335153	9606.ENSP00000309572	0	0	0	0	0	0.883	0.900	0.947	0.999
HSP90AA1	PRKACA	9606.ENSP00000335153	9606.ENSP00000309591	0	0	0	0	0	0.654	0.900	0.188	0.969
HSP90AA1	MAP3K11	9606.ENSP00000335153	9606.ENSP00000309597	0	0	0	0	0	0.550	0	0.957	0.980
HSP90AA1	ROCK2	9606.ENSP00000335153	9606.ENSP00000317985	0	0	0	0	0	0.161	0.900	0.176	0.924
HSP90AA1	HSPA5	9606.ENSP00000335153	9606.ENSP00000324173	0	0	0	0	0.639	0.415	0	0.907	0.978
HSP90AA1	PGR	9606.ENSP00000335153	9606.ENSP00000325120	0	0	0	0	0	0.344	0.600	0.989	0.996
HSP90AA1	NOS2	9606.ENSP00000335153	9606.ENSP00000327251	0	0	0	0	0.062	0.299	0.900	0.513	0.963
HSP90AA1	LCK	9606.ENSP00000335153	9606.ENSP00000337825	0	0	0	0	0.048	0.714	0	0.708	0.914
HSP90AA1	MAPT	9606.ENSP00000335153	9606.ENSP00000340820	0	0	0	0	0	0.759	0	0.764	0.941
HSP90AA1	JAK2	9606.ENSP00000335153	9606.ENSP00000371067	0	0	0	0	0	0.362	0	0.912	0.942
HSP90AA1	STAT1	9606.ENSP00000335153	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.451	0.942
HSP90AA1	PTK2B	9606.ENSP00000335153	9606.ENSP00000380638	0	0	0	0	0	0.129	0.900	0.424	0.945
HSP90AA1	PRKCA	9606.ENSP00000335153	9606.ENSP00000408695	0	0	0	0	0	0.288	0.900	0.325	0.947
HSP90AA1	VCP	9606.ENSP00000335153	9606.ENSP00000351777	0	0	0	0	0.157	0.453	0.600	0.787	0.955
HSP90AA1	NOS1	9606.ENSP00000335153	9606.ENSP00000477999	0	0	0	0	0.062	0.231	0	0.948	0.959
HSP90AA1	PTK2	9606.ENSP00000335153	9606.ENSP00000341189	0	0	0	0	0	0.129	0.900	0.592	0.961
HSP90AA1	TLR4	9606.ENSP00000335153	9606.ENSP00000363089	0	0	0	0	0	0.056	0	0.971	0.972
HSP90AA1	MTOR	9606.ENSP00000335153	9606.ENSP00000354558	0	0	0	0	0	0.092	0.900	0.763	0.976
HSP90AA1	LYN	9606.ENSP00000335153	9606.ENSP00000428924	0	0	0	0	0	0.539	0	0.960	0.981
HSP90AA1	TGFBR1	9606.ENSP00000335153	9606.ENSP00000364133	0	0	0	0	0	0.715	0	0.960	0.988
HSP90AA1	VEGFA	9606.ENSP00000335153	9606.ENSP00000478570	0	0	0	0	0	0.270	0.900	0.872	0.989
HSP90AA1	HSP90AB1	9606.ENSP00000335153	9606.ENSP00000360609	0	0	0.449	0.984	0.781	0.888	0.800	0.883	0.994
HSP90AA1	IKBKB	9606.ENSP00000335153	9606.ENSP00000430684	0	0	0	0	0	0.723	0	0.983	0.995
HSP90AA1	NLRP3	9606.ENSP00000335153	9606.ENSP00000337383	0	0	0	0	0	0.270	0.800	0.978	0.996
HSP90AA1	HSPA8	9606.ENSP00000335153	9606.ENSP00000432083	0	0	0	0	0.771	0.936	0.600	0.991	0.999
HSP90AA1	HSPA1A	9606.ENSP00000335153	9606.ENSP00000364802	0	0	0	0	0.317	0.871	0.900	0.910	0.999
HSP90AA1	SRC	9606.ENSP00000335153	9606.ENSP00000362680	0	0	0	0	0	0.821	0.900	0.989	0.999
HSP90AB1	MAPK1	9606.ENSP00000360609	9606.ENSP00000215832	0	0	0	0	0.054	0.227	0.900	0.308	0.942
HSP90AB1	NR3C1	9606.ENSP00000360609	9606.ENSP00000231509	0	0	0	0	0	0.821	0.600	0.683	0.975
HSP90AB1	MAPK3	9606.ENSP00000360609	9606.ENSP00000263025	0	0	0	0	0.054	0.299	0.900	0.374	0.953
HSP90AB1	NOS3	9606.ENSP00000360609	9606.ENSP00000297494	0	0	0	0	0.062	0.069	0.900	0.797	0.979
HSP90AB1	LRRK2	9606.ENSP00000360609	9606.ENSP00000298910	0.042	0	0	0	0	0.806	0	0.643	0.928
HSP90AB1	HSPA5	9606.ENSP00000360609	9606.ENSP00000324173	0	0	0	0	0.639	0.315	0	0.770	0.938
